UID,Name,Age,Position(s),Foot,Height (CM),Weight (KG),International Caps,International Goals,Club,Sell value (€),Wages (€),Contract expiration (year),Aerial Reach,Command of Area,Communication,Eccentricity,First Touch,Handling,Kicking,One on Ones,Passing,Punching (Tendency),Reflexes,Rushing Out (Tendency),Throwing,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off the Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Free Kick Taking,Penalty Taking,Technique,Rel. clause (€),CA,PA
1510602,Vicente Guaita,35,GK,Right,190.0,81.0,,,Crystal Palace,5849640.0,81200.0,1.0,14.0,14.0,13.0,8.0,11,16.0,12.0,13.0,12,17.0,15.0,12.0,15.0,9,13,13,13,14,12,15,3,11,2,16,11,11,11,10,13,14,16,13,11,14,13,1,3,10,,70.0,75.0
5112064,Tom Heaton,36,GK,Right,188.0,84.0,3.0,0.0,Manchester United,1598950.0,75400.0,1.0,14.0,15.0,10.0,6.0,8,13.0,10.0,13.0,12,5.0,16.0,11.0,11.0,7,13,14,10,17,13,13,1,18,2,14,18,11,6,7,11,10,14,13,10,10,13,10,3,8,,68.0,75.0
5114022,Kasper Schmeichel,35,GK,Right,189.0,84.0,84.0,0.0,OGC Nice,,75000.0,3.0,11.0,14.0,12.0,16.0,8,15.0,16.0,16.0,8,16.0,15.0,16.0,16.0,17,13,15,12,12,12,14,2,16,2,13,14,13,14,11,14,8,11,12,10,12,10,8,3,10,,70.0,75.0
5128263,Fraser Forster,34,GK,Right,201.0,99.0,6.0,0.0,Tottenham Hotspur,7028140.0,87000.0,2.0,19.0,11.0,16.0,4.0,8,14.0,13.0,16.0,9,3.0,17.0,12.0,13.0,7,12,15,16,15,15,17,2,9,1,15,6,9,12,2,12,13,20,11,2,9,19,7,4,7,,68.0,75.0
7989257,Emiliano Viviano,36,GK,Left,195.0,90.0,6.0,0.0,Fatih Karagümrük,25770.0,11250.0,1.0,14.0,15.0,11.0,10.0,9,12.0,14.0,14.0,8,12.0,13.0,12.0,16.0,8,12,14,11,11,13,13,8,14,14,15,12,8,13,7,12,16,15,14,9,12,14,6,3,4,,63.0,75.0
14201595,Joaquín Blázquez,21,GK,Right,193.0,91.0,,,Brest,5935610.0,3540.0,1.5,14.0,12.0,11.0,8.0,7,15.0,11.0,11.0,13,5.0,14.0,7.0,11.0,10,9,12,10,11,10,13,1,11,3,12,11,10,10,11,10,7,16,13,11,5,14,7,2,11,,56.0,74.0
27102367,Daniel Iversen,24,GK,Right,193.0,80.0,,,Leicester City,6373940.0,23200.0,3.0,14.0,14.0,10.0,4.0,10,14.0,12.0,15.0,11,14.0,15.0,9.0,12.0,7,11,12,10,11,12,14,2,12,1,13,10,9,11,9,14,10,15,12,9,12,13,4,2,6,,64.0,75.0
43044345,Mattia Perin,29,GK,Right,188.0,74.0,2.0,0.0,Juventus,5305270.0,53470.0,3.0,13.0,13.0,11.0,17.0,7,15.0,11.0,15.0,7,9.0,17.0,15.0,14.0,10,12,17,11,13,12,15,3,12,2,14,10,6,11,12,15,13,15,8,11,10,11,5,6,7,,70.0,75.0
43094150,Ivan Provedel,28,GK,Right,192.0,84.0,,,Lazio,24258370.0,35580.0,5.0,13.0,12.0,12.0,16.0,9,15.0,16.0,14.0,11,13.0,16.0,11.0,13.0,6,13,14,12,12,13,16,3,10,7,14,15,13,15,13,14,12,15,13,13,12,13,1,3,10,,72.0,75.0
63002306,Martin Dúbravka,33,GK,Right,190.0,83.0,29.0,0.0,Newcastle United,7066080.0,52200.0,3.0,15.0,14.0,12.0,5.0,11,14.0,14.0,16.0,12,11.0,17.0,14.0,11.0,9,15,14,12,10,11,15,14,13,3,15,12,12,10,13,12,13,15,14,9,10,12,2,3,10,,70.0,75.0
67011248,David Soria,29,GK,Right,192.0,85.0,,,Getafe,6652910.0,20150.0,1.0,15.0,15.0,12.0,8.0,7,16.0,12.0,13.0,8,10.0,15.0,16.0,14.0,11,15,13,12,14,15,13,9,11,11,15,13,8,14,9,12,13,16,11,9,11,14,7,1,5,25314300.0,71.0,75.0
29111433,David Raya,26,GK,Right,183.0,70.0,1.0,0.0,Brentford,36997410.0,46400.0,2.0,13.0,13.0,13.0,15.0,10,14.0,13.0,14.0,13,13.0,16.0,17.0,13.0,12,13,13,13,13,12,14,13,10,6,13,12,14,13,12,16,10,12,16,11,12,10,1,3,11,,70.0,75.0
67248341,Dani Martín,23,GK,Right,187.0,79.0,,,Real Betis,1984520.0,9000.0,2.0,11.0,12.0,12.0,12.0,11,13.0,14.0,15.0,12,9.0,14.0,11.0,13.0,13,11,11,12,14,12,13,15,9,3,10,12,11,11,11,11,8,12,15,12,15,12,5,5,11,30002140.0,60.0,73.0
964419,Nahuel Guzmán,36,GK,Right,192.0,90.0,6.0,0.0,Tigres,718170.0,24290.0,1.0,14.0,14.0,14.0,18.0,13,12.0,15.0,15.0,12,5.0,14.0,14.0,14.0,13,15,14,14,15,13,16,7,13,8,14,13,10,12,11,13,14,14,16,10,12,16,3,10,12,,69.0,74.0
5109668,Scott Carson,36,GK,Right,190.0,86.0,4.0,0.0,Manchester City,31220.0,46400.0,1.0,14.0,14.0,10.0,13.0,7,14.0,10.0,14.0,8,10.0,13.0,11.0,10.0,11,11,13,10,13,10,13,2,14,1,12,12,9,12,8,13,13,14,14,9,12,15,8,3,6,,59.0,74.0
5666492,Guillermo Ochoa,36,GK,Right,185.0,78.0,128.0,0.0,Salernitana,389390.0,32870.0,1.0,12.0,12.0,15.0,15.0,11,13.0,15.0,16.0,11,15.0,17.0,7.0,11.0,7,15,14,17,14,11,16,7,16,5,13,14,9,8,12,15,8,12,17,11,12,11,7,8,9,,69.0,74.0
14023026,Esteban Andrada,31,GK,Right,194.0,81.0,4.0,0.0,Monterrey,,26330.0,2.5,16.0,14.0,16.0,8.0,10,15.0,14.0,15.0,10,12.0,17.0,17.0,15.0,17,14,13,16,12,12,14,10,10,3,15,13,8,11,10,14,13,16,12,11,12,13,5,7,6,,69.0,74.0
14063109,Jeremías Ledesma,29,GK,Right,186.0,85.0,,,Cádiz,11500470.0,16200.0,3.0,12.0,12.0,14.0,12.0,9,13.0,16.0,14.0,8,11.0,17.0,13.0,12.0,9,12,15,13,14,12,15,10,14,4,14,14,11,15,11,16,11,14,13,11,11,14,5,5,8,15001070.0,72.0,74.0
19034819,Weverton,34,GK,Right,189.0,91.0,8.0,0.0,Palmeiras,,20130.0,3.5,14.0,14.0,13.0,11.0,10,15.0,12.0,16.0,12,14.0,15.0,16.0,13.0,15,13,14,13,14,13,15,7,13,3,16,13,10,13,12,14,13,16,17,11,14,16,5,5,10,,74.0,74.0
35018013,Kevin Trapp,31,GK,Right,189.0,88.0,6.0,0.0,Eintracht Frankfurt,,62500.0,4.0,13.0,12.0,16.0,10.0,10,14.0,11.0,17.0,9,12.0,17.0,15.0,11.0,8,15,14,16,13,14,12,6,9,3,16,17,7,10,13,14,14,13,15,10,10,16,5,3,10,,72.0,74.0
43323045,Luca Gemello,22,GK,Right,190.0,80.0,,,Torino,2559130.0,4680.0,1.0,15.0,13.0,10.0,9.0,10,12.0,12.0,12.0,12,10.0,12.0,10.0,11.0,10,10,11,10,11,11,14,8,11,11,10,10,10,10,12,12,11,15,12,11,12,12,7,5,8,,55.0,70.0
67246951,Álvaro Fernández,24,GK,Right,185.0,75.0,1.0,0.0,Espanyol,4280020.0,14780.0,2.0,13.0,13.0,12.0,8.0,11,14.0,12.0,14.0,10,7.0,15.0,14.0,13.0,12,13,13,12,13,14,15,7,8,8,12,12,11,13,11,13,11,13,15,11,12,12,7,3,9,10000710.0,67.0,74.0
83111430,Luís Maximiano,23,GK,Right,190.0,86.0,,,Lazio,13114600.0,24620.0,5.0,14.0,12.0,12.0,12.0,9,14.0,12.0,15.0,10,11.0,15.0,13.0,12.0,12,13,15,12,11,12,14,1,10,2,13,13,9,14,13,14,13,15,12,12,13,11,7,3,9,,66.0,74.0
91207263,Luca Philipp,21,GK,Right,192.0,83.0,,,TSG Hoffenheim,4168850.0,3120.0,1.0,14.0,10.0,8.0,15.0,7,14.0,14.0,9.0,12,12.0,14.0,6.0,10.0,14,9,15,9,12,14,17,2,1,2,12,9,8,8,11,13,4,14,12,12,5,7,7,1,6,,54.0,69.0
43372028,Matteo Cardinali,21,GK,Right,190.0,85.0,,,Latina,18690.0,1650.0,2.0,11.0,11.0,12.0,3.0,9,11.0,10.0,13.0,9,12.0,12.0,9.0,9.0,7,11,11,12,11,12,3,3,11,8,10,11,10,10,10,12,12,15,8,10,13,13,4,4,8,,50.0,70.0
67245228,Javier Belman,23,GK,Right,184.0,83.0,,,Leganés,1056940.0,3270.0,1.0,12.0,15.0,11.0,3.0,7,14.0,15.0,14.0,10,7.0,12.0,12.0,13.0,7,15,13,11,11,10,11,3,5,3,11,9,11,8,10,12,8,13,10,11,6,8,5,1,4,6345570.0,58.0,72.0
980785,Brad Guzan,37,GK,Left,194.0,94.0,64.0,0.0,Atlanta United,75620.0,8880.0,1.5,13.0,14.0,13.0,8.0,7,15.0,12.0,14.0,8,12.0,13.0,13.0,12.0,13,12,13,13,13,11,15,5,14,12,13,11,10,12,9,9,12,14,12,8,11,15,7,1,9,,59.0,73.0
20016296,Amir Abedzadeh,29,GK,Right,186.0,82.0,10.0,0.0,Ponferrada,124340.0,3000.0,1.0,13.0,13.0,9.0,13.0,7,13.0,11.0,12.0,11,10.0,16.0,13.0,9.0,13,13,15,9,13,11,13,1,10,2,13,13,8,13,12,15,13,12,14,10,12,14,6,3,8,5062860.0,64.0,73.0
28018193,Péter Gulácsi,32,GK,Right,191.0,86.0,49.0,0.0,RB Leipzig,,67080.0,3.0,14.0,13.0,13.0,8.0,9,16.0,13.0,15.0,10,11.0,16.0,15.0,10.0,8,16,13,13,17,11,12,1,12,2,8,14,7,10,12,13,14,14,13,10,12,15,6,2,9,,69.0,73.0
29218605,Josh Griffiths,20,GK,Right,195.0,75.0,,,West Brom,9157870.0,1860.0,3.0,14.0,12.0,10.0,8.0,8,12.0,14.0,12.0,13,5.0,12.0,12.0,8.0,6,10,12,10,10,10,11,7,8,9,12,11,9,10,12,10,11,15,11,11,12,10,5,4,13,,52.0,70.0
43092903,Alessio Cragno,28,GK,Right,184.0,78.0,2.0,0.0,Monza,2565030.0,35580.0,2.0,13.0,15.0,13.0,13.0,6,15.0,12.0,14.0,8,11.0,16.0,12.0,10.0,10,11,12,13,14,12,14,2,10,2,15,10,5,10,12,13,12,12,14,8,10,8,2,2,9,,64.0,73.0
43115047,Thomas Strakosha,27,GK,Right,193.0,78.0,19.0,0.0,Brentford,20680660.0,46400.0,3.0,15.0,10.0,12.0,11.0,5,15.0,12.0,14.0,8,13.0,16.0,12.0,11.0,8,14,15,12,11,12,15,10,10,8,15,15,11,15,13,14,13,17,15,13,15,13,1,2,6,,68.0,73.0
43384567,Alessandro Russo,21,GK,Right,193.0,82.0,,,Sassuolo,2080670.0,2110.0,2.0,15.0,9.0,10.0,8.0,4,11.0,12.0,12.0,6,13.0,13.0,12.0,10.0,10,10,10,11,12,11,13,4,9,4,12,9,7,9,11,12,13,16,12,13,14,14,7,2,5,,51.0,69.0
53131627,Kristoffer Klaesson,21,GK,Left,189.0,76.0,,,Leeds United,11980240.0,17400.0,3.0,15.0,11.0,8.0,11.0,7,12.0,13.0,11.0,10,14.0,15.0,12.0,7.0,11,9,15,8,9,8,17,9,12,5,12,12,8,7,11,13,9,15,11,9,9,12,6,3,6,,53.0,70.0
67171745,Sergio Rico,28,GK,Right,196.0,90.0,1.0,0.0,Paris Saint-Germain,2805060.0,49870.0,2.0,14.0,13.0,13.0,6.0,10,14.0,12.0,14.0,11,18.0,15.0,7.0,13.0,8,14,13,13,13,13,10,10,9,5,13,13,6,12,10,16,14,14,11,8,10,15,4,2,7,,68.0,73.0
67186869,Antonio Sivera,25,GK,Right,185.0,75.0,,,Alavés,857320.0,4400.0,2.0,12.0,10.0,11.0,5.0,4,14.0,12.0,12.0,13,10.0,15.0,9.0,11.0,10,11,11,10,11,15,6,1,12,1,15,11,10,10,14,12,11,13,10,13,10,9,7,3,7,3375240.0,61.0,73.0
91156033,Zack Steffen,27,GK,Right,191.0,86.0,29.0,0.0,Middlesbrough,890760.0,92800.0,3.0,14.0,12.0,11.0,7.0,9,10.0,13.0,16.0,10,13.0,16.0,12.0,12.0,8,12,12,11,13,10,12,1,10,1,13,12,11,11,13,13,14,15,12,12,11,14,6,3,10,,64.0,73.0
2000196488,Marlon Zacharias,17,GK,Right,188.0,,,,Borussia Dortmund,7700.0,650.0,2.0,13.0,8.0,6.0,5.0,1,7.0,11.0,7.0,1,7.0,13.0,11.0,5.0,7,5,11,3,11,11,13,1,8,3,9,3,2,2,11,13,3,11,14,11,1,2,4,1,1,,29.0,77.0
823587,Asier Riesgo,38,GK,Right,185.0,76.0,,,Leganés,50110.0,4140.0,1.0,13.0,13.0,14.0,6.0,7,13.0,12.0,13.0,8,12.0,11.0,12.0,10.0,13,13,15,14,12,13,13,7,13,5,13,10,3,10,11,12,12,13,14,12,11,10,8,3,7,253140.0,59.0,73.0
5123017,John Ruddy,35,GK,Right,193.0,97.0,1.0,0.0,Birmingham,49320.0,10440.0,1.0,14.0,14.0,13.0,7.0,9,11.0,13.0,14.0,10,9.0,12.0,13.0,10.0,6,13,14,13,13,12,17,3,16,6,12,13,9,6,7,13,13,15,12,9,13,16,4,3,10,,61.0,73.0
5662695,José de Jesús Corona,40,GK,Left,184.0,84.0,54.0,0.0,Cruz Azul,276370.0,31030.0,1.0,14.0,15.0,13.0,5.0,9,15.0,11.0,12.0,5,6.0,13.0,12.0,13.0,9,13,11,13,12,12,15,1,12,2,15,12,10,10,13,16,15,13,13,11,14,14,6,6,6,,65.0,73.0
6703560,Goyo,42,GK,Right,192.0,81.0,,,Free Agent,,,,15.0,15.0,9.0,5.0,7,13.0,10.0,9.0,12,6.0,5.0,6.0,10.0,8,11,15,3,11,14,15,3,5,1,11,8,7,7,4,12,4,15,15,4,4,5,5,1,2,,35.0,44.0
8833553,Cássio,35,GK,Left,195.0,92.0,1.0,0.0,Corinthians,,22360.0,2.5,15.0,14.0,15.0,5.0,9,15.0,14.0,15.0,10,11.0,14.0,12.0,13.0,10,13,12,15,13,13,18,5,16,3,14,12,11,13,9,10,15,17,15,10,13,16,1,4,9,,69.0,73.0
14000828,Gabriel Arias,34,GK,Right,187.0,91.0,13.0,0.0,Racing Club,,21200.0,1.5,13.0,14.0,14.0,8.0,8,14.0,11.0,16.0,10,12.0,16.0,12.0,11.0,12,13,13,14,14,13,11,10,13,10,14,12,11,12,11,12,13,14,11,11,11,11,6,3,11,,68.0,73.0
19158787,Matheus,29,GK,Right,190.0,84.0,,,Braga,16670780.0,8950.0,5.0,14.0,12.0,12.0,15.0,10,12.0,15.0,13.0,12,12.0,17.0,17.0,14.0,15,13,16,12,12,11,14,2,14,3,13,13,9,14,13,14,14,14,13,12,13,14,8,1,10,20001420.0,71.0,73.0
28090964,Marek Rodák,25,GK,Right,195.0,85.0,17.0,0.0,Fulham,3361180.0,17400.0,2.0,13.0,13.0,11.0,8.0,10,13.0,13.0,14.0,12,17.0,15.0,13.0,13.0,11,12,14,11,10,13,13,1,7,3,14,12,5,13,8,15,14,15,14,8,9,12,6,3,10,,63.0,73.0
28091347,Freddie Woodman,25,GK,Right,188.0,83.0,,,Preston NE,299210.0,18560.0,3.0,13.0,12.0,11.0,8.0,10,14.0,12.0,13.0,7,13.0,13.0,12.0,12.0,10,13,10,11,15,11,12,5,10,2,16,11,6,11,10,15,12,15,12,9,13,13,6,3,8,,62.0,73.0
29058892,Danny Ward,29,GK,Right,191.0,88.0,26.0,0.0,Leicester City,11349650.0,40600.0,3.0,13.0,16.0,13.0,6.0,10,14.0,13.0,12.0,12,9.0,13.0,13.0,13.0,12,13,13,13,14,12,14,3,1,2,13,7,12,12,12,12,12,12,13,11,13,13,10,3,10,,68.0,73.0
43017977,Pietro Terracciano,32,GK,Right,193.0,78.0,,,Fiorentina,,10770.0,3.0,14.0,16.0,14.0,8.0,9,14.0,15.0,15.0,10,14.0,15.0,12.0,16.0,4,14,14,14,13,10,13,8,12,7,15,14,11,10,10,12,15,17,13,9,13,14,8,4,9,,69.0,73.0
43090278,Pierluigi Gollini,27,GK,Right,194.0,94.0,1.0,0.0,Napoli,1555120.0,28460.0,1.0,14.0,13.0,12.0,16.0,10,13.0,12.0,14.0,10,14.0,14.0,14.0,13.0,11,13,15,13,12,11,14,3,13,3,13,15,8,15,12,13,13,16,15,12,10,15,5,2,9,,66.0,73.0
49037937,Etienne Green,21,GK,Right,192.0,75.0,,,Saint-Etienne,7947660.0,6630.0,3.0,14.0,12.0,11.0,10.0,10,12.0,14.0,13.0,9,12.0,14.0,12.0,10.0,12,11,14,13,12,12,14,6,8,1,12,11,9,9,11,12,12,15,14,11,13,13,1,2,10,,59.0,74.0
55038655,José Sá,29,GK,Right,192.0,84.0,,,Wolverhampton,30942390.0,46400.0,4.0,14.0,15.0,13.0,13.0,9,14.0,11.0,15.0,9,12.0,16.0,13.0,13.0,13,15,16,13,12,13,15,5,11,3,14,16,10,10,9,14,12,13,13,9,13,12,4,4,8,,70.0,73.0
55067163,Rui Silva,28,GK,Left,191.0,91.0,1.0,0.0,Real Betis,9213110.0,23500.0,4.0,13.0,14.0,12.0,9.0,9,16.0,13.0,15.0,9,13.0,16.0,14.0,13.0,9,13,13,12,13,13,13,2,7,1,13,12,9,14,11,13,14,10,12,11,13,12,7,3,9,27845730.0,71.0,73.0
63029157,Dominik Greif,25,GK,Right,197.0,82.0,4.0,0.0,Mallorca,977060.0,4790.0,3.0,15.0,12.0,8.0,5.0,6,13.0,12.0,14.0,14,10.0,14.0,11.0,9.0,9,14,16,10,10,12,15,2,6,1,12,11,10,9,11,14,11,18,12,10,9,9,7,1,10,4725330.0,63.0,73.0
67008770,Fabricio,34,GK,Right,184.0,79.0,,,Numancia,45380.0,8920.0,1.0,9.0,11.0,14.0,8.0,12,14.0,13.0,13.0,13,10.0,13.0,14.0,12.0,9,13,13,14,14,11,13,13,12,5,12,13,10,13,11,12,12,12,14,12,14,12,8,2,12,2946170.0,63.0,73.0
67015052,Andrés Fernández,35,GK,Right,187.0,82.0,,,Huesca,602990.0,9930.0,1.0,12.0,15.0,11.0,4.0,8,11.0,12.0,12.0,9,9.0,14.0,11.0,13.0,10,13,13,11,13,13,15,6,14,2,15,12,6,13,9,14,13,11,13,9,14,13,10,1,9,3537900.0,64.0,73.0
67054783,Aitor Fernández,31,GK,Right,182.0,78.0,,,Osasuna,,25450.0,3.0,13.0,13.0,13.0,5.0,10,13.0,13.0,15.0,11,8.0,16.0,14.0,13.0,12,14,12,13,14,14,14,3,9,3,13,14,9,12,12,14,12,12,14,11,12,10,7,3,10,22276590.0,70.0,73.0
67080544,Edgar Badía,30,GK,Right,181.0,79.0,,,Elche CF,5672040.0,14590.0,3.0,10.0,11.0,12.0,2.0,11,12.0,12.0,15.0,13,19.0,19.0,14.0,11.0,3,12,15,12,14,13,13,14,10,10,14,10,9,11,11,16,9,11,14,10,11,10,6,3,10,17720010.0,69.0,73.0
67102156,Jaume Domènech,31,GK,Right,185.0,73.0,,,Valencia,10510200.0,29000.0,1.0,11.0,13.0,9.0,6.0,5,12.0,12.0,14.0,8,15.0,16.0,9.0,12.0,13,12,16,9,14,12,17,3,15,2,12,13,7,14,12,16,11,11,11,12,12,11,6,3,10,50003560.0,69.0,73.0
67155103,Fernando Pacheco,30,GK,Left,186.0,81.0,,,Espanyol,10759170.0,20590.0,4.0,12.0,13.0,12.0,10.0,12,15.0,14.0,14.0,13,14.0,16.0,15.0,14.0,8,13,13,12,14,12,14,5,14,1,13,14,11,13,10,14,9,12,11,12,10,14,7,2,12,25314300.0,70.0,73.0
67246343,Cristian Rivero,24,GK,Right,188.0,75.0,,,Valencia,1414630.0,6260.0,2.0,12.0,11.0,12.0,5.0,7,14.0,10.0,10.0,13,10.0,16.0,15.0,11.0,10,15,12,10,13,11,4,1,15,1,16,12,11,11,13,14,12,10,15,12,8,7,4,3,8,25001780.0,60.0,73.0
67265794,Arnau Tenas,21,GK,Right,185.0,78.0,,,FC Barcelona,20606060.0,3990.0,1.0,12.0,12.0,11.0,11.0,13,14.0,12.0,13.0,13,7.0,14.0,8.0,11.0,12,11,11,11,11,12,14,10,13,2,12,7,11,7,12,14,12,13,14,11,9,11,7,7,11,100007120.0,60.0,80.0
72046884,Matt Turner,28,GK,Right,191.0,89.0,17.0,0.0,Arsenal,11103120.0,46400.0,5.0,14.0,15.0,12.0,10.0,9,15.0,12.0,14.0,9,6.0,16.0,7.0,10.0,6,12,14,12,14,13,15,6,8,1,15,11,9,10,11,15,6,12,6,10,12,14,6,3,7,,70.0,73.0
91190660,Jan Olschowsky,20,GK,Right,184.0,83.0,,,Gladbach,8723720.0,14380.0,5.0,12.0,12.0,12.0,10.0,9,12.0,11.0,13.0,10,10.0,15.0,12.0,8.0,15,11,14,11,12,12,13,6,6,2,14,12,9,12,10,14,12,13,14,10,12,11,1,1,9,,58.0,71.0
2000133248,Manu Obón,19,GK,Right,197.0,,,,Almería,319880.0,410.0,1.0,7.0,13.0,9.0,7.0,1,13.0,15.0,14.0,10,7.0,11.0,5.0,9.0,5,10,13,8,7,14,4,2,11,2,8,8,7,6,11,13,8,14,8,10,2,7,7,3,4,439500.0,45.0,55.0
850879,Maarten Stekelenburg,39,GK,Right,197.0,84.0,63.0,0.0,Ajax,89760.0,13500.0,1.0,13.0,14.0,14.0,6.0,9,13.0,15.0,13.0,12,13.0,11.0,12.0,13.0,8,13,10,15,14,13,16,5,18,3,14,13,11,14,8,11,14,15,15,8,9,12,6,2,7,,61.0,72.0
890283,Philipp Heerwagen,39,GK,Right,193.0,89.0,,,Free Agent,,,,13.0,12.0,12.0,6.0,7,12.0,13.0,12.0,7,9.0,11.0,11.0,10.0,8,13,11,14,13,11,13,7,11,3,12,11,5,8,7,10,13,13,8,7,8,11,7,1,8,,48.0,64.0
7451366,Iván Cuéllar,38,GK,Left,187.0,80.0,,,Gijón,50990.0,4240.0,1.0,12.0,13.0,16.0,13.0,12,11.0,13.0,13.0,12,17.0,12.0,13.0,12.0,12,12,12,16,12,12,13,12,15,3,13,12,13,8,12,12,7,14,9,11,12,11,8,7,12,253140.0,60.0,72.0
15016604,Mathew Ryan,30,GK,Right,184.0,84.0,74.0,0.0,AZ,7861530.0,8000.0,2.0,10.0,12.0,13.0,8.0,11,14.0,15.0,13.0,14,13.0,15.0,14.0,12.0,13,13,14,13,13,13,16,8,14,2,15,10,13,11,10,15,10,12,14,10,13,10,1,2,13,,68.0,72.0
19362984,Luiz Júnior,21,GK,Left,192.0,97.0,,,Famalicão,1008030.0,3500.0,5.0,15.0,10.0,8.0,12.0,10,13.0,12.0,12.0,12,8.0,16.0,18.0,12.0,12,13,14,8,15,11,13,13,7,2,8,12,10,12,12,12,14,16,13,13,11,14,6,3,10,,62.0,76.0
33001438,Lukás Hrádecký,32,GK,Right,192.0,85.0,78.0,0.0,Bayer Leverkusen,,76720.0,4.0,15.0,15.0,13.0,11.0,9,14.0,13.0,16.0,10,9.0,16.0,14.0,16.0,10,11,14,13,14,12,14,8,13,2,10,13,8,12,13,14,13,15,15,10,11,12,2,8,8,,70.0,72.0
43404407,Gian Marco Crespi,21,GK,Right,189.0,80.0,,,Juventus,1378760.0,2490.0,1.0,12.0,12.0,12.0,7.0,7,12.0,11.0,11.0,9,8.0,12.0,8.0,10.0,6,10,12,8,10,11,11,4,5,9,11,10,7,10,13,14,11,11,10,10,10,10,1,1,1,,50.0,68.0
830119,Antonio Mirante,38,GK,Right,193.0,79.0,,,AC Milan,88940.0,25000.0,1.0,14.0,13.0,16.0,8.0,8,13.0,13.0,13.0,9,12.0,15.0,13.0,13.0,8,12,13,16,13,13,19,9,10,1,13,13,4,12,7,11,12,16,16,10,10,12,1,6,7,,61.0,72.0
7990128,Andrea Consigli,35,GK,Right,189.0,82.0,,,Sassuolo,,35580.0,2.0,11.0,13.0,12.0,5.0,11,13.0,15.0,14.0,11,14.0,15.0,12.0,14.0,10,15,14,12,13,12,17,6,14,6,14,13,10,14,10,14,12,15,14,10,11,13,7,2,10,,66.0,72.0
28108032,Jamie Cumming,22,GK,Right,188.0,74.0,,,MK Dons,14939020.0,11600.0,2.0,13.0,11.0,13.0,3.0,10,13.0,15.0,14.0,10,5.0,16.0,10.0,12.0,10,13,12,12,11,11,3,1,6,3,12,10,10,11,9,11,10,12,14,10,14,10,6,3,9,,58.0,70.0
29174476,Ellery Balcombe,22,GK,Right,191.0,,,,Bristol Rovers,6323810.0,9280.0,3.0,12.0,11.0,9.0,11.0,10,12.0,10.0,12.0,11,12.0,13.0,13.0,12.0,8,11,14,13,12,9,13,3,6,3,13,12,8,13,8,12,11,16,12,8,12,12,3,3,8,,50.0,68.0
43041142,Marco Silvestri,31,GK,Right,191.0,80.0,,,Udinese,,17890.0,3.0,14.0,15.0,13.0,11.0,7,14.0,10.0,13.0,7,15.0,16.0,11.0,9.0,11,14,14,13,13,13,14,6,10,8,15,15,9,14,12,15,11,14,13,11,13,13,7,5,8,,69.0,72.0
43391659,Elia Caprile,20,GK,Right,191.0,74.0,,,Bari,190350.0,1000.0,3.0,13.0,14.0,11.0,10.0,6,15.0,13.0,14.0,10,12.0,14.0,14.0,12.0,12,12,12,11,12,12,14,7,8,4,15,12,11,12,10,12,10,13,14,11,15,10,5,3,6,,62.0,79.0
48043476,Yahia Fofana,21,GK,Right,194.0,89.0,,,Angers,5416960.0,4920.0,4.0,14.0,12.0,10.0,15.0,7,13.0,13.0,12.0,10,11.0,15.0,11.0,11.0,10,12,12,8,11,10,13,8,8,6,12,10,10,8,10,14,10,14,12,10,11,14,1,3,8,,58.0,70.0
49050739,Kayne Bonnevie,20,GK,Left,191.0,76.0,,,Lyon,2035660.0,1140.0,2.0,13.0,12.0,11.0,9.0,9,8.0,10.0,12.0,9,13.0,11.0,9.0,10.0,7,9,14,10,8,15,6,2,7,1,9,8,5,8,9,10,11,14,12,9,10,11,4,2,8,,49.0,67.0
67018266,Iago Herrerín,34,GK,Right,187.0,89.0,,,Valencia,664060.0,7740.0,1.0,13.0,13.0,13.0,2.0,10,15.0,12.0,12.0,10,17.0,14.0,14.0,12.0,15,12,15,13,12,12,14,11,13,5,13,12,11,13,9,12,8,12,14,7,13,14,5,3,9,5126670.0,63.0,72.0
67178152,Pau López,27,GK,Left,189.0,77.0,2.0,0.0,Marseille,40298350.0,74800.0,4.0,10.0,10.0,13.0,7.0,11,15.0,14.0,15.0,14,9.0,16.0,14.0,14.0,6,13,15,13,15,13,10,5,8,5,15,14,8,12,13,15,13,13,13,13,12,12,6,4,10,,71.0,72.0
67193103,Juan Soriano,24,GK,Left,185.0,78.0,,,Tenerife,1726280.0,6270.0,2.0,13.0,14.0,13.0,10.0,7,13.0,12.0,13.0,7,13.0,16.0,12.0,12.0,9,13,13,13,14,13,16,7,12,5,13,12,7,11,9,14,12,12,12,9,13,12,8,2,7,8000570.0,63.0,72.0
5666269,Hugo González,31,GK,Right,183.0,84.0,5.0,0.0,Necaxa,2298530.0,16760.0,2.5,14.0,13.0,14.0,5.0,6,10.0,11.0,12.0,12,11.0,14.0,11.0,13.0,12,14,15,14,14,12,16,2,11,13,15,13,12,12,14,13,13,13,12,14,10,10,6,5,6,,66.0,71.0
